#chromosome	start	end	crest	length	tcnNbrOfLoci	tcnMean	tcnNbrOfSNPs	tcnNbrOfHets	dhNbrOfLoci	map	dhMax	cluster	neighbour	distDH	errorSNP	distTcn	errorLength	totalError	minStart	maxStart	minStop	maxStop	area	peaks	meanCovT	meanCovB	tcnMeanRaw	AF	BAF	dhMean	c1Mean	c2Mean	A	B	genotype	TCN	CNA.type
2	88330099	89229990	NA	899892	11882	2.02648247	11842	297	3189	mappable	0.06152500	1	self	0.003356639592	0.00296735905	0.00934567318	0.10111534	0.10408270	88330099	88330099	89229990	89229990	0.14516780	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
2	89840102	90239998	NA	399897	914	2.02648247	908	0	388	mappable	NA	1	self	0.014410524587	0.16666666667	0.01364567318	0.10747332	0.27413999	89840102	89840102	90239998	90239998	NA	missing	693452.99	NA	0.8841938	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
2	95580145	96239991	NA	659847	4446	1.97359155	4441	14	1163	mappable	0.16825317	NA	NA	0.082688995329	0.05263157895	0.01944567318	0.10345663	0.15608821	95580145	95580145	96239991	96239991	NA	missing	652393.08	37.7973770	0.8618000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
2	96239992	96740020	NA	500029	0	0.00000000	0	0	NA	mappable	NA	NA	NA	NA	Inf	0.88124567318	0.10564318	Inf	96239992	96239992	96740020	96740020	NA	missing	NA	NA	0.0000000	NA	NA	0.00000000	0.000000000	0.0000000	0	0	NA	0	HomoDel
2	96740021	99289998	NA	2549978	22617	2.02648247	22566	607	5677	mappable	0.06391389	1	NA	0.004706639592	0.00151975684	0.00244567318	0.09397589	0.09549565	96740021	96740021	99289985	99289998	0.12672084	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
2	99289999	99319962	NA	29964	383	1.88832856	383	0	112	mappable	NA	NA	NA	NA	Inf	0.05554567318	0.13449047	Inf	99289999	99290012	99319881	99320043	NA	missing	673866.60	NA	0.8257000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
2	99319962	100639963	NA	1320002	15650	2.02648247	15605	637	3911	mappable	0.06655000	1	NA	0.000513145788	0.00146627566	0.01013126612	0.09836658	0.09983286	99319881	99320043	100639868	100639963	0.11663170	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
2	100639964	100650008	NA	10045	119	1.92355540	119	13	27	mappable	0.12893452	4	NA	0.060452884218	0.07692307692	0.08874567318	0.15044166	0.22736474	100639964	100640059	100649974	100650042	NA	missing	634797.79	33.2302685	0.8406149	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
2	100650008	100660054	NA	10047	135	2.16958046	130	6	43	mappable	0.21201754	8	NA	0.035448306259	0.09090909091	0.05325432682	0.15043841	0.24134750	100649974	100650042	100659908	100660200	NA	missing	729901.36	38.2604611	0.9447809	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
2	100660054	117587562	NA	16927509	208130	2.02648247	207528	9248	53186	mappable	0.06770000	1	self	0.001369139592	0.00010152284	0.00824567318	0.08328868	0.08339021	100659908	100660200	117587424	117587562	0.13675872	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
2	117587563	117591433	DUP	3871	72	2.14472948	69	0	13	mappable	NA	7	identical	0.131321565536	0.33333333333	0.04745432682	0.16780648	0.50113982	117587563	117587978	117591371	117591433	NA	missing	712108.32	NA	0.9342591	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
2	117591434	132189994	DUP	14598561	201736	2.02648247	201015	8883	50804	mappable	0.06851667	1	NA	0.000031639592	0.00010412328	0.00484567318	0.08403600	0.08414013	117591434	117591444	132189994	132189994	0.13565195	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
2	132189995	133009999	NA	820005	0	0.00000000	0	0	NA	mappable	NA	NA	NA	NA	Inf	0.88124567318	0.10180566	Inf	132189995	132189995	133009999	133009999	NA	missing	NA	NA	0.0000000	NA	NA	0.00000000	0.000000000	0.0000000	0	0	NA	0	HomoDel
2	133010000	133146248	NA	136249	3044	2.16958046	3007	0	787	mappable	NA	8	NA	0.016767169932	0.02702702703	0.05985432682	0.11726157	0.14428860	133010000	133010000	133146191	133146248	NA	missing	729901.36	NA	0.9447809	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
2	133146249	161700004	CTX	28553760	385446	2.02648247	384213	14877	100339	mappable	0.06639167	1	NA	0.001561115299	0.00006208095	0.00347853021	0.08075204	0.08081412	133146249	133146300	161699939	161700069	0.15552624	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
2	161700004	161709959	NA	9956	151	2.35621216	151	0	35	mappable	NA	NA	NA	NA	Inf	0.14255432682	0.15058710	Inf	161699939	161700069	161709900	161709959	NA	missing	745340.00	NA	1.0238000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	161709960	166840137	NA	5130178	67495	2.02648247	67320	1833	17954	mappable	0.06526667	1	NA	0.001917353878	0.00049800797	0.00735432682	0.08972401	0.09022202	161709960	161710019	166839978	166840296	0.14429206	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
2	166840137	166860001	NA	19865	335	2.14907742	335	0	107	mappable	NA	NA	NA	NA	Inf	0.05485432682	0.14007622	Inf	166839978	166840296	166859986	166860016	NA	missing	720753.29	NA	0.9361000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
2	166860001	242999969	NA	76139971	1048586	2.02648247	1044271	50079	265622	mappable	0.06845000	1	edge	0.000420315361	0.00001838472	0.00638848110	0.07638792	0.07640630	166859986	166860016	242999969	242999969	0.14691592	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
20	60479	114989	NA	54511	671	2.14472948	670	2	177	mappable	0.15683866	7	edge	0.075825330049	0.33333333333	0.09985432682	0.12711116	0.46044449	60479	60479	109901	120077	NA	missing	712108.32	38.4491405	0.9342591	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
20	114989	12770102	NA	12655117	199853	2.02648247	199174	9862	50112	mappable	0.07187500	1	NA	0.003361398286	0.00009488566	0.02996146807	0.08477013	0.08486501	109901	120077	12769934	12770270	0.19469799	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
20	12770102	12799975	NA	29874	317	2.20670670	317	0	89	mappable	NA	NA	NA	NA	Inf	0.07925432682	0.13452973	Inf	12769934	12770270	12799930	12799975	NA	missing	750875.53	NA	0.9605000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
20	12799976	18339969	NA	5539995	88227	2.02648247	87998	4292	22406	mappable	0.06864128	1	NA	0.000340489712	0.00022119000	0.01949226759	0.08927992	0.08950111	12799976	12800021	18339857	18339969	0.21185626	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
20	18339970	18360006	NA	20037	342	2.22064165	342	0	89	mappable	NA	NA	NA	NA	Inf	0.08515432682	0.13995430	Inf	18339970	18340082	18359994	18360018	NA	missing	747220.89	NA	0.9664000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
20	18360006	22174945	NA	3814942	56628	2.02648247	56459	2205	14328	mappable	0.07205000	1	NA	0.002654792916	0.00042122999	0.00708070246	0.09147779	0.09189902	18359994	18360018	22169885	22174945	0.18491307	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
20	22174946	22200017	NA	25072	347	2.16958046	342	24	88	mappable	0.05186655	8	NA	0.008067353878	0.03448275862	0.04505432682	0.13685704	0.17133980	22174946	22180006	22199966	22200017	NA	missing	729901.36	38.2604611	0.9447809	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
20	22200018	25729738	NA	3529721	54243	1.92355540	54099	2494	13512	mappable	0.06502500	4	NA	0.000031639592	0.00037907506	0.03404567318	0.09194928	0.09232835	22200018	22200069	25729738	25729738	0.14460373	1	634797.79	33.2302685	0.8406149	NA	NA	0.00000000	0.961777699	0.9617777	1	1	1:1	2	TCNneutral
20	29810057	32539986	NA	2729930	36226	2.02648247	36039	1394	8771	mappable	0.06951389	1	NA	0.000031639592	0.00063251107	0.00225432682	0.09354348	0.09417599	29810057	29810057	32539943	32539986	0.13574845	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
20	32539987	32550053	NA	10067	163	2.15450969	163	0	32	mappable	NA	NA	NA	NA	Inf	0.05715432682	0.15040595	Inf	32539987	32540030	32549999	32550107	NA	missing	702408.00	NA	0.9384000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
20	32550053	61390022	NA	28839977	437535	2.02648247	435821	14360	108199	mappable	0.06845000	1	NA	0.002151594985	0.00006221227	0.01219124005	0.08070515	0.08076736	32549999	32550107	61389920	61390022	0.15587075	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
20	61390023	61399997	NA	9975	200	2.20245536	200	0	42	mappable	NA	NA	NA	NA	Inf	0.07745432682	0.15055592	Inf	61390023	61390125	61399995	61399997	NA	missing	652475.70	NA	0.9587000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
20	61399998	62249984	NA	849987	15656	2.02648247	15461	1045	3216	mappable	0.07470000	1	NA	0.006218360408	0.00080645161	0.00674567318	0.10153789	0.10234434	61399998	61400000	62249858	62250110	0.26011970	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
20	62249984	62909989	NA	660006	8554	2.16958046	8437	434	1721	mappable	0.07540000	8	edge	0.006818360408	0.00181488203	0.04705432682	0.10345477	0.10526965	62249858	62250110	62909989	62909989	0.31209233	1	729901.36	38.2604611	0.9447809	NA	NA	0.00000000	1.084790228	1.0847902	1	1	1:1	2	TCNneutral
21	10720001	11179964	NA	459964	5133	2.37061948	4495	0	2414	mappable	NA	NA	edge	0.322878227476	0.00156739812	0.14865432682	0.10631986	0.10788726	10720001	10720001	11179964	11179964	NA	missing	2536685.16	NA	1.0299000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21	15410077	16599980	NA	1189904	18987	2.96483474	18838	892	4880	mappable	0.32055000	3	NA	0.249301693741	0.00096061479	0.40315432682	0.09909617	0.10005679	15410077	15410077	16599943	16600017	0.96625039	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
21	16599980	16609960	NA	9981	225	3.16443918	225	4	49	mappable	0.41231423	NA	NA	0.343832585997	0.25000000000	0.48475432682	0.15054608	0.40054608	16599943	16600017	16609911	16609960	NA	missing	1055628.80	73.9882686	1.3660000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
21	16609961	16929995	NA	320035	5342	2.96483474	5321	99	1447	mappable	0.34322738	3	NA	0.274745744462	0.00833333333	0.38585432682	0.10936211	0.11769544	16609961	16610010	16929955	16929995	0.98172323	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
21	16929996	16960025	NA	30030	599	3.11554876	593	0	173	mappable	NA	NA	NA	0.337143747255	0.16666666667	0.46405432682	0.13446176	0.30112843	16929996	16930036	16959972	16960025	NA	missing	1035085.75	NA	1.3453000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
21	16960026	19279912	NA	2319887	35260	2.96483474	35084	1427	9193	mappable	0.31838553	3	NA	0.253418360408	0.00062383032	0.41235432682	0.09458222	0.09520605	16960026	16960079	19279795	19280029	0.93324515	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
21	19279912	19289997	NA	10086	189	3.09211372	189	1	54	mappable	0.39024390	9	NA	0.321762262847	1.00000000000	0.49865432682	0.15037519	1.15037519	19279795	19280029	19289982	19289997	NA	missing	1023415.67	67.9827596	1.3353777	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
21	19289998	33150012	NA	13860015	222799	2.96483474	221854	9663	58210	mappable	0.32733271	3	NA	0.260268360408	0.00009427736	0.39175432682	0.08430130	0.08439558	19289998	19290013	33149915	33150109	0.95980374	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
21	33150012	33185009	NA	34998	498	3.09211372	490	16	115	mappable	0.32625112	9	NA	0.251859652543	0.04166666667	0.47315432682	0.13249434	0.17416100	33149915	33150109	33179961	33190057	NA	missing	1023415.67	67.9827596	1.3353777	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
21	33185009	37529952	NA	4344944	63276	2.96483474	62931	2289	15985	mappable	0.34745833	3	NA	0.280818360408	0.00037965072	0.36185432682	0.09069922	0.09107887	33179961	33190057	37529899	37529952	0.94858857	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
21	37529953	37599999	NA	70047	1119	3.03831608	1117	5	269	mappable	0.37672372	NA	NA	0.334826643031	0.14285714286	0.43135432682	0.12425420	0.26711134	37529953	37530006	37599970	37600028	NA	missing	983251.43	67.2750979	1.3126000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
21	37599999	39520622	NA	1920624	27190	2.96483474	27013	1646	6576	mappable	0.34410449	3	NA	0.278166817198	0.00054854635	0.36455432682	0.09581690	0.09636545	37599970	37600028	39520406	39520622	0.96465559	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
21	39520623	48099931	CTX	8579309	141577	2.96483474	140595	7192	32902	mappable	0.34930000	3	edge	0.280818360408	0.00012233912	0.33575432682	0.08683409	0.08695642	39520623	39520657	48099931	48099931	0.94415140	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
22	16850007	40474795	NA	23624790	287206	2.02648247	285821	13187	68713	mappable	0.06912500	1	edge	0.000071813058	0.00006862476	0.00436849199	0.08165332	0.08172195	16850007	16850007	40474650	40474795	0.16096734	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
22	40474796	40480095	CTX	5300	79	1.53050742	73	0	15	mappable	NA	NA	NA	0.846257785359	0.16666666667	0.20704567318	0.16165827	0.32832494	40474796	40474803	40479891	40480095	NA	missing	490338.80	NA	0.6742000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22	40480096	41015023	NA	534928	6207	1.03231837	6171	346	1586	mappable	0.94853382	2	NA	0.879443360408	0.00261780105	0.41204567318	0.10510282	0.10772062	40480096	40480300	41009979	41020067	1.00000000	2	361163.57	34.9893961	0.4632688	34.02873	0.9968863	0.99377256	0.003214349	1.0291040	1	0	1:0	1	DEL;LOH
22	41015023	47459980	NA	6444960	91429	2.02648247	90957	4395	21418	mappable	0.07187500	1	self	0.004319025343	0.00020546538	0.01219693700	0.08841835	0.08862381	41009979	41020067	47459955	47460005	0.17853140	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
22	47459980	50620080	NA	3160102	63863	1.92355540	63340	3813	14566	mappable	0.06845000	4	NA	0.000091411607	0.00023062731	0.03736387778	0.09262887	0.09285950	47459955	47460005	50619960	50620200	0.16938493	1	634797.79	33.2302685	0.8406149	NA	NA	0.00000000	0.961777699	0.9617777	1	1	1:1	2	TCNneutral
22	50620080	50640086	NA	20007	321	2.16958046	319	27	56	mappable	0.05996970	8	NA	0.003456639592	0.03448275862	0.04915432682	0.13997548	0.17445823	50619960	50620200	50639965	50640086	NA	missing	729901.36	38.2604611	0.9447809	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
22	50640087	51110048	NA	469962	6551	2.02648247	6466	357	1417	mappable	0.07187500	1	self	0.000031639592	0.00226244344	0.00814567318	0.10614480	0.10840725	50640087	50640208	51109992	51110104	0.17002233	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
22	51110048	51179984	NA	69937	917	2.16958046	909	55	189	mappable	0.08547647	8	edge	0.031504661778	0.01587301587	0.07275432682	0.12427170	0.14014472	51109992	51110104	51179984	51179984	0.13655275	1	729901.36	38.2604611	0.9447809	NA	NA	0.00000000	1.084790228	1.0847902	1	1	1:1	2	TCNneutral
3	100074	9380052	NA	9279980	168318	2.02648247	167639	9541	42237	mappable	0.06845000	1	edge	0.000169299657	0.00009785693	0.00641736427	0.08640917	0.08650703	100074	100074	9379979	9380125	0.17162838	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
3	9380052	9420063	NA	40012	608	2.12215227	608	0	140	mappable	NA	NA	NA	NA	Inf	0.04345432682	0.13082032	Inf	9379979	9380125	9419929	9420197	NA	missing	711650.96	NA	0.9247000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
3	9420063	10400003	NA	979941	10954	2.02648247	10922	176	2753	mappable	0.06947849	1	NA	0.012615582630	0.00480769231	0.00265432682	0.10049072	0.10529841	9419929	9420197	10399862	10400003	0.19555978	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
3	10400004	10619993	NA	219990	3602	1.92355540	3601	176	861	mappable	0.05257885	4	NA	0.015902793438	0.00564971751	0.06314567318	0.11269461	0.11834432	10400004	10400145	10619931	10619993	0.07016887	1	634797.79	33.2302685	0.8406149	NA	NA	0.00000000	0.961777699	0.9617777	1	1	1:1	2	TCNneutral
3	10619994	10629918	NA	9925	168	2.03405505	168	0	41	mappable	NA	NA	NA	NA	Inf	0.00615432682	0.15063813	Inf	10619994	10620056	10629804	10630032	NA	missing	646874.30	NA	0.8874000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
3	10629918	11099935	NA	470018	7701	1.92355540	7680	235	1894	mappable	0.05810000	4	NA	0.007706639592	0.00390625000	0.04424567318	0.10614384	0.11005009	10629804	10630032	11099784	11100086	0.15065535	1	634797.79	33.2302685	0.8406149	NA	NA	0.00000000	0.961777699	0.9617777	1	1	1:1	2	TCNneutral
3	11099935	29289100	NA	18189173	269974	2.02648247	268912	13037	68390	mappable	0.06659091	1	self	0.000654102374	0.00007092702	0.00280626013	0.08293051	0.08300144	11099784	11100086	29288986	29289100	0.13135761	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
3	29289101	29363611	DUP	74511	1074	2.02648247	1067	50	292	mappable	0.07014103	1	self	0.001659386049	0.01754385965	0.01535432682	0.12356994	0.14111380	29289101	29289239	29363581	29363611	0.21944985	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
3	29363612	41964973	DUP	12601363	173729	2.02648247	173081	7688	44525	mappable	0.06709643	1	self	0.000746813078	0.00011997600	0.00002054266	0.08479220	0.08491217	29363612	29363636	41959920	41964973	0.14155415	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
3	41964974	42029989	NA	65016	1020	2.13585103	1014	2	256	mappable	0.05555556	NA	identical	0.381390728829	0.12500000000	0.04925432682	0.12508985	0.25008985	41964974	41970027	42029951	42029989	NA	missing	720853.84	38.0450637	0.9305000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
3	42029990	90499969	NA	48469983	668967	2.02648247	666927	25198	171406	mappable	0.06845000	1	self	0.001174472057	0.00003671342	0.00582875546	0.07833740	0.07837412	42029990	42030028	90499969	90499969	0.13831687	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
3	93570175	131360005	NA	37789842	512224	2.02648247	510426	24073	131172	mappable	0.06845000	1	NA	0.000188227479	0.00003865332	0.00383798143	0.07945495	0.07949361	93570175	93570175	131359989	131360021	0.14858536	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
3	131360005	131370037	NA	10033	151	2.17080649	151	0	37	mappable	NA	NA	NA	NA	Inf	0.06405432682	0.15046118	Inf	131359989	131360021	131369933	131370141	NA	missing	731447.50	NA	0.9453000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
3	131370037	197779892	NA	66409858	908084	2.02648247	904830	43067	233072	mappable	0.06845000	1	edge	0.000097291927	0.00002158895	0.00938183275	0.07696779	0.07698938	131369933	131370141	197779892	197779892	0.14889868	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
4	50084	279998	NA	229915	2281	2.16958046	2250	109	646	mappable	0.07570574	8	edge	0.009742350307	0.00714285714	0.09485432682	0.11229179	0.11943465	50084	50084	279990	280006	0.33016945	1	729901.36	38.2604611	0.9447809	NA	NA	0.00000000	1.084790228	1.0847902	1	1	1:1	2	TCNneutral
4	279998	740279	NA	460282	5440	2.02648247	5355	321	1186	mappable	0.07674032	1	self	0.006818360408	0.00246305419	0.01454567318	0.10631422	0.10877728	279990	280006	739882	740676	0.14136668	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
4	740279	750067	NA	9789	198	2.14472948	194	10	35	mappable	0.12776041	7	NA	0.105393360408	0.07142857143	0.07505432682	0.15086431	0.22229288	739882	740676	749945	750189	NA	missing	712108.32	38.4491405	0.9342591	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
4	750067	2490044	NA	1739978	26119	1.92355540	25948	807	5812	mappable	0.07314559	4	NA	0.006818360408	0.00102459016	0.03504567318	0.09647557	0.09750016	749945	750189	2489986	2490102	0.19523999	1	634797.79	33.2302685	0.8406149	NA	NA	0.00000000	0.961777699	0.9617777	1	1	1:1	2	TCNneutral
4	2490044	8389988	NA	5899945	102428	2.02648247	101571	5300	23753	mappable	0.06845000	1	self	0.000095526642	0.00016241676	0.03080848608	0.08891944	0.08908185	2489986	2490102	8389861	8389988	0.16243939	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
4	8389989	8939952	NA	549964	9507	1.92355540	9472	266	2201	mappable	0.06957500	4	NA	0.001385211021	0.00332225914	0.03604567318	0.10488239	0.10820465	8389989	8390116	8939952	8939952	0.17995209	1	634797.79	33.2302685	0.8406149	NA	NA	0.00000000	0.961777699	0.9617777	1	1	1:1	2	TCNneutral
4	9800043	9905416	NA	105374	1924	1.92355540	1924	7	525	mappable	0.05397607	4	NA	0.014505569883	0.14285714286	0.03194567318	0.11986700	0.26272414	9800043	9800043	9905412	9905416	NA	missing	634797.79	33.2302685	0.8406149	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
4	9905417	9972533	DUP	67117	1351	2.70600299	1348	0	328	mappable	NA	NA	NA	0.083914531579	0.33333333333	0.29065432682	0.12473190	0.45806523	9905417	9905428	9972428	9972533	NA	missing	897381.66	NA	1.1719000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
4	9972534	19692759	NA	9720229	156148	2.02648247	155568	8865	39033	mappable	0.06938707	1	self	0.000226140833	0.00010587612	0.01261225104	0.08616026	0.08626613	9972534	9972584	19692682	19692759	0.17128318	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
4	19692760	19715594	DUP	22835	326	2.71899320	326	4	81	mappable	0.29218501	NA	identical	0.223703369279	0.25000000000	0.29615432682	0.13813148	0.38813148	19692760	19692827	19715574	19715594	NA	missing	920431.29	59.0778611	1.1774000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
4	19715595	33520044	DUP	13804450	215447	2.02648247	214691	10320	55397	mappable	0.06845000	1	NA	0.001655521092	0.00009028530	0.00567657173	0.08432190	0.08441219	19715595	19715602	33519992	33520044	0.16884762	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
4	33520045	33539989	NA	19945	256	2.17080649	256	0	64	mappable	NA	NA	NA	NA	Inf	0.06405432682	0.14001936	Inf	33520045	33520097	33539968	33539989	NA	missing	716412.79	NA	0.9453000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
4	33539990	49089961	NA	15549972	224097	2.02648247	223201	12428	57572	mappable	0.06729808	1	NA	0.000031639592	0.00007505254	0.00055432682	0.08371560	0.08379066	33539990	33540011	49089961	49089961	0.14627399	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
4	52680564	130134295	NA	77453742	1049944	2.02648247	1046303	54044	271150	mappable	0.06845000	1	NA	0.000182401061	0.00001733613	0.00117486760	0.07631598	0.07633331	52680564	52680564	130134266	130134295	0.15653660	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
4	130134296	130134461	CTX	166	2	2.02366289	2	0	0	mappable	NA	NA	NA	NA	Inf	0.00175432682	0.27118499	Inf	130134296	130134397	130134448	130134461	NA	missing	695481.10	NA	0.8830000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
4	130134462	190799944	CTX	60665495	872343	2.02648247	868566	41411	224144	mappable	0.06845000	1	edge	0.000025381696	0.00002213075	0.00284333837	0.07735635	0.07737848	130134462	130134484	190799944	190799944	0.15507242	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
5	9999	15255752	CTX	15245759	248582	2.16958046	247460	12892	60389	mappable	0.08472778	8	edge	0.018322956898	0.00007136231	0.08490948689	0.08381561	0.08388697	9999	50017	15255741	15255752	0.47601162	2	729901.36	38.2604611	0.9447809	33.72158	0.5248763	0.04975262	1.030819073	1.1387614	1	1	1:1	2	TCNneutral
5	15255753	15258786	DUP	3034	53	2.32007577	53	0	14	mappable	NA	NA	NA	NA	Inf	0.12725432682	0.17290560	Inf	15255753	15255816	15258774	15258786	NA	missing	825323.00	NA	1.0085000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	15258787	15279012	DUP	20226	176	2.54374351	175	0	57	mappable	NA	NA	NA	0.031444602555	1.00000000000	0.22195432682	0.13982178	1.13982178	15258787	15258944	15269982	15279012	NA	missing	864052.20	NA	1.1032000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	15279013	15332766	INV	53754	719	2.14472948	719	6	183	mappable	0.20653959	7	NA	0.138057953709	0.16666666667	0.10595432682	0.12727436	0.29394102	15279013	15280011	15332674	15332766	NA	missing	712108.32	38.4491405	0.9342591	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
